chosen,rejected,source
"A man piloting a hot air balloon discovers he has wandered off course and is hopelessly lost. He descends to a lower altitude and locates a man down on the ground. He lowers the balloon further and shouts """"Excuse me, can you tell me where I am?""""  The man below says: """"Yes, you're in a hot air balloon, about 30 feet above this field.""""  """"You must work in Information Technology,"""" says the balloonist.  """"Yes I do,"""" replies the man. """"And how did you know that?""""  """"Well,"""" says the balloonist, """"what you told me is technically correct, but of no use to anyone.""""  The man below says, """"You must work in management.""""  """"I do,"""" replies the balloonist, """"how did you know?""""  """"Well,"""" says the man, """"you don't know where you are, or where you're going, but you expect my immediate help. You're in the same position you were before we met, but now it's my fault!","A horse walks into a bar. Bartender says: """"So, why the long face?",jester
"A group of  managers were given the assignment to measure the height of a flagpole. So they go out to the flagpole with ladders and tape measures, and they're falling off the ladders, dropping the tape measures - the whole thing is just a mess. An engineer comes along and sees what they're trying to do, walks over, pulls the flagpole out of the ground, lays it flat, measures it from end to end, gives the measurement to one of the managers and walks away. After the engineer has gone, one manager turns to another and laughs. """"Isn't that just like an engineer, we're looking for the  height and he gives us the length.",Q: Whats the difference between greeting a Queen and greeting the President of the United  States?  A: You only have to get on one knee to greet the queen.,jester
me: [over intercom] what's the only job where it's okay to get high at work passengers: me: a pilot lol passengers: oh thank god me: anyway if you look to your left you should see a dragon,What do you call a group of confused Spanish speaking racists? The Qué Qué Qué,haha
"In an interview with David Letterman, Carter passed along an anecdote of a translation problem in Japan. Carter was speaking at a business lunch in Tokyo, where he decided to open his speech with a brief joke. He told the joke, then waited for the translator to announce the Japanese version. Even though the story was quite short, Carter was surprised by how quickly the interpreter was able to re-tell it. Even more impressive was the reaction from the crowd. Carter thought the story was cute, but not outright hilarious, yet the crowd broke right up. Carter was very flattered. After the speech, Carter wanted to meet the translator to ask him how he told the joke. Perhaps there is better way to tell the joke? When Carter asked how the joke had been told in Japanese, the translator responded, """"I told them, 'President Carter has told a very funny joke. Please laugh now.'","A dog walks into Western Union and asks the clerk to send a telegram. He fills out a form on which he writes down the telegram he wishes to send: """"Bow wow wow, Bow wow wow.""""  The clerk says, """"You can add another 'Bow wow' for the same price.""""  The dog responded, """"Now wouldn't that sound a little silly?",jester
Q: What's the difference between the government  and  the Mafia?  A: One of them is organized.,Why are there so many Jones's in the phone book? Because they all have phones.,jester
"The Pope dies and, naturally, goes to heaven. He's met by the reception committee, and after a whirlwind tour he is told that he can enjoy any of the myriad of recreations available. He decides that he wants to read all of the ancient original text of the Holy Scriptures, so he spends the next eon or so learning languages. After becoming a linguistic master, he sits down in the library and begins to pour over every version of the Bible, working back from most recent """"Easy Reading"""" to the original script. All of a sudden there is a scream in the library. The Angels come running in only to find the Pope huddled in his chair, crying to himself and muttering, """"An 'R'! The scribes left out the 'R'.""""  A particularly concerned Angel takes him aside, offering comfort, asks him what the problem is and what does he mean.  After collecting his wits, the Pope sobs again, """"It's the letter 'R'. They left out the 'R'. The word was supposed to be CELEBRATE!",Q: What do Monica Lewinsky and Bob Dole have in common? A: They were both upset when Bill finished first.,jester
When you smoke marijuana on a boat it's called sea weed. Thanks for following and stay tuned for more of these great tweets.,Looks like Dean has a nice alliance...or maybe not so nice. Haha. Crap,haha
"A husband and wife see two people kissing. The wife says, ""He kisses her every time she comes home from work. Why can't you do that?"" The husband says, ""I would love to, but I don't know her well enough.""",I secretly bought some new trousers without telling my girlfriend Do you think chinos?,haha
"Recently a teacher, a garbage collector, and a lawyer wound up together at the Pearly Gates. St. Peter informed them that in order to get into Heaven, they would each have to answer one question. St. Peter addressed the teacher and asked, """"What was the name of the ship that crashed into the iceberg? They just made a movie about it."""" The teacher answered quickly, """"That would be the Titanic."""" St. Peter let him through the gate. St. Peter turned to the garbage man and, figuring Heaven didn't really need all the odors that this guy would bring with him, decided to make the question a little harder: """"How many people died on the ship?"""" Fortunately for him, the trash man had just seen the movie. """"1,228,"""" he answered. """"That's right! You may enter."""" St. Peter turned to the lawyer: """"Name them.",How many feminists does it take to screw in a light bulb? That's not funny.,jester
"A Briton, a Frenchman and a Russian are viewing a painting of Adam and Eve frolicking in the Garden of Eden. """"Look at their reserve, their calm,"""" muses the Brit. """"They must be British."""" """"Nonsense,"""" the Frenchman disagrees. """"They're naked, and so beautiful. Clearly, they are French."""" """"No way! They have no clothes and no shelter,"""" the Russian points out, """"They have only an apple to eat, and they are being told they live in a paradise. Obviously, they are Russian.","What do you call an American in the finals of the world cup?  """"Hey Beer Man!",jester
